loss,root_mean_squared_error,val_loss,val_root_mean_squared_error
7502.0439453125,86.61434173583984,7423.0224609375,86.15696716308594
6928.822265625,83.23954772949219,6294.76513671875,79.33955383300781
5774.32861328125,75.98900604248047,4730.5478515625,68.77897644042969
4133.85595703125,64.2950668334961,3134.228271484375,55.98418045043945
2524.383544921875,50.24324417114258,2062.02294921875,45.40950393676758
1505.3486328125,38.798824310302734,1654.065185546875,40.67020034790039
1092.4725341796875,33.052574157714844,1558.9307861328125,39.483299255371094
930.8135986328125,30.50923728942871,1465.81884765625,38.286014556884766
857.400146484375,29.281394958496094,1353.18408203125,36.78565216064453
746.1138916015625,27.315086364746094,1364.9088134765625,36.944671630859375
667.66064453125,25.839130401611328,1239.885009765625,35.21200180053711
648.5628051757812,25.466896057128906,1095.856689453125,33.10372543334961
605.7315673828125,24.611614227294922,1083.9544677734375,32.9234619140625
556.4146118164062,23.588441848754883,1013.5401000976562,31.836145401000977
524.4551391601562,22.900985717773438,957.9114990234375,30.950145721435547
