loss,root_mean_squared_error,val_loss,val_root_mean_squared_error
7551.396484375,86.89877319335938,6128.82568359375,78.28681945800781
5995.51171875,77.4306869506836,123203.8828125,351.0041198730469
53937.98046875,232.24551391601562,6260.98779296875,79.12640380859375
5918.80615234375,76.93377685546875,5922.8486328125,76.96004486083984
5590.2783203125,74.7681655883789,4679.1484375,68.40430450439453
4384.5341796875,66.21581268310547,3307.381591796875,57.50983810424805
3061.102294921875,55.32722854614258,2165.607666015625,46.53609085083008
1968.0184326171875,44.36235427856445,1341.09375,36.62094497680664
1187.502685546875,34.46015930175781,796.8106079101562,28.227834701538086
680.4725952148438,26.08586883544922,459.5323486328125,21.43670654296875
373.34930419921875,19.322248458862305,260.1095275878906,16.127910614013672
197.5169219970703,14.054071426391602,146.2664794921875,12.094067573547363
101.62296295166016,10.080821990966797,82.89488220214844,9.104662895202637
51.584903717041016,7.182262897491455,48.17049026489258,6.940496444702148
26.55290985107422,5.152951717376709,29.262203216552734,5.409454822540283
