loss,root_mean_squared_error,val_loss,val_root_mean_squared_error
7176.8369140625,84.71621704101562,4590.556640625,67.75364685058594
3795.70068359375,61.609256744384766,1880.0079345703125,43.35905838012695
1468.547607421875,38.321632385253906,634.9566040039062,25.198345184326172
460.5172424316406,21.459665298461914,193.8296661376953,13.922272682189941
123.43423461914062,11.110095977783203,58.097923278808594,7.622199535369873
32.5506706237793,5.705319404602051,19.17209243774414,4.378594875335693
9.823320388793945,3.1342177391052246,8.409720420837402,2.899951696395874
5.54636287689209,2.355071783065796,5.115567684173584,2.2617621421813965
5.033046722412109,2.24344539642334,4.093743324279785,2.0233001708984375
4.845976829528809,2.201357841491699,3.9359045028686523,1.983911395072937
4.862330913543701,2.2050693035125732,3.9364113807678223,1.9840391874313354
4.840145111083984,2.200032949447632,4.0434746742248535,2.0108392238616943
4.845539093017578,2.201258420944214,4.072906494140625,2.018144369125366
4.846576690673828,2.2014942169189453,4.097655773162842,2.0242667198181152
4.851876735687256,2.202697515487671,4.077024459838867,2.0191643238067627
