loss,root_mean_squared_error,val_loss,val_root_mean_squared_error
6891.09619140625,83.01262664794922,119560.3828125,345.7750549316406
465866.875,682.54443359375,9943.6953125,99.71807861328125
9796.7529296875,98.97854614257812,11034.607421875,105.04573822021484
10520.7548828125,102.57073211669922,10320.603515625,101.59037017822266
9556.63671875,97.75804901123047,8330.6611328125,91.27245330810547
7486.939453125,86.527099609375,5802.2177734375,76.17228698730469
5022.9130859375,70.87251281738281,3406.661865234375,58.366615295410156
2796.16552734375,52.878780364990234,1576.44091796875,39.70441818237305
1185.0635986328125,34.42475128173828,473.3572082519531,21.756772994995117
288.2043762207031,16.97658348083496,33.78034210205078,5.8120856285095215
14.525349617004395,3.811213731765747,58.02845764160156,7.617641448974609
152.01235961914062,12.329329490661621,308.8962097167969,17.575443267822266
454.4054870605469,21.316789627075195,584.082763671875,24.167804718017578
742.0105590820312,27.239870071411133,757.6458740234375,27.525367736816406
901.0200805664062,30.016996383666992,784.072021484375,28.001285552978516
