loss,root_mean_squared_error,val_loss,val_root_mean_squared_error
11928.2685546875,109.21661376953125,4002476544.0,63265.12890625
643577344.0,25368.826171875,1206684.5,1098.491943359375
1263371.875,1123.9981689453125,1156135.25,1075.2373046875
1048224.8125,1023.8284912109375,573092.75,757.0288696289062
495223.21875,703.7210083007812,209167.25,457.3480529785156
176375.28125,419.9705810546875,62096.16015625,249.19100952148438
51645.44140625,227.25633239746094,15453.0166015625,124.31016540527344
12822.6162109375,113.23699188232422,3185.645751953125,56.441524505615234
2694.70703125,51.91056823730469,507.59149169921875,22.5297908782959
463.7120056152344,21.533973693847656,48.75637435913086,6.982576370239258
61.315921783447266,7.830448150634766,1.181739091873169,1.0870782136917114
6.848845958709717,2.617029905319214,4.66158390045166,2.1590702533721924
2.3404831886291504,1.5298638343811035,7.263175010681152,2.6950278282165527
2.58050799369812,1.606395959854126,7.320145130157471,2.7055766582489014
2.5512659549713135,1.5972682237625122,6.626591682434082,2.574216604232788
