generation,root_mean_squared_error,val_root_mean_squared_error
1,85.5279849414582,85.18251282646278
2,85.0656629552194,84.72015215607136
3,84.36614827777154,84.02057815036838
4,83.65446494020127,83.32016784498536
5,81.17687733714735,79.16797060157516
6,76.24192335919686,73.62840851532333
7,70.81066774746633,69.1917026407726
8,61.06845115015206,54.98930952419053
9,41.5571962053226,39.681226325015
10,37.01610424793134,26.68749339240024
11,29.775735400108715,24.80288301960603
12,15.438704219150507,11.761508725928168
13,14.104961324275425,15.854510387909325
14,14.104961324275425,15.854510387909325
15,14.104961324275425,15.854510387909325
16,12.230436642493189,13.541298246742963
17,10.020378518022541,10.41057225042695
18,10.020378518022541,10.41057225042695
19,8.552725374435322,10.4898790187815
20,8.552725374435322,10.4898790187815
21,8.552725374435322,10.4898790187815
22,8.552725374435322,10.4898790187815
23,8.552725374435322,10.4898790187815
24,8.506617423898494,11.27089367409997
25,8.506617423898494,11.27089367409997
26,8.506617423898494,11.27089367409997
27,8.506617423898494,11.27089367409997
28,8.506617423898494,11.27089367409997
29,8.506617423898494,11.27089367409997
30,8.506617423898494,11.27089367409997
31,8.506617423898494,11.27089367409997
32,8.506617423898494,11.27089367409997
33,8.506617423898494,11.27089367409997
34,8.506617423898494,11.27089367409997
35,8.163312496879417,10.293987576413134
36,8.163312496879417,10.293987576413134
37,8.163312496879417,10.293987576413134
38,8.163312496879417,10.293987576413134
39,8.163312496879417,10.293987576413134
40,8.163312496879417,10.293987576413134
41,8.163312496879417,10.293987576413134
42,6.687674652030878,8.647478619011258
43,6.687674652030878,8.647478619011258
44,6.687674652030878,8.647478619011258
45,6.687674652030878,8.647478619011258
46,6.687674652030878,8.647478619011258
47,6.687674652030878,8.647478619011258
48,6.687674652030878,8.647478619011258
49,6.687674652030878,8.647478619011258
50,6.687674652030878,8.647478619011258
51,6.687674652030878,8.647478619011258
52,6.687674652030878,8.647478619011258
53,6.687674652030878,8.647478619011258
54,6.687674652030878,8.647478619011258
55,6.687674652030878,8.647478619011258
56,6.687674652030878,8.647478619011258
57,6.631165056472716,9.90087148089924
58,6.631165056472716,9.90087148089924
59,6.631165056472716,9.90087148089924
60,6.631165056472716,9.90087148089924
61,6.631165056472716,9.90087148089924
62,6.631165056472716,9.90087148089924
63,6.631165056472716,9.90087148089924
64,6.631165056472716,9.90087148089924
65,6.265142575008394,8.69387686762913
66,6.265142575008394,8.69387686762913
67,6.265142575008394,8.69387686762913
68,6.265142575008394,8.69387686762913
69,5.570345987270862,7.437522491084795
70,5.570345987270862,7.437522491084795
71,5.570345987270862,7.437522491084795
72,5.570345987270862,7.437522491084795
73,5.570345987270862,7.437522491084795
74,5.570345987270862,7.437522491084795
75,4.511836615019905,6.215321910639495
76,4.511836615019905,6.215321910639495
77,4.511836615019905,6.215321910639495
78,4.511836615019905,6.215321910639495
79,4.511836615019905,6.215321910639495
80,4.511836615019905,6.215321910639495
81,4.11624864717101,4.897352282843816
82,4.11624864717101,4.897352282843816
83,4.11624864717101,4.897352282843816
84,4.11624864717101,4.897352282843816
85,4.11624864717101,4.897352282843816
86,4.11624864717101,4.897352282843816
87,4.11624864717101,4.897352282843816
88,4.11624864717101,4.897352282843816
89,4.11624864717101,4.897352282843816
90,4.11624864717101,4.897352282843816
91,4.11624864717101,4.897352282843816
92,4.11624864717101,4.897352282843816
93,4.11624864717101,4.897352282843816
94,4.11624864717101,4.897352282843816
95,4.11624864717101,4.897352282843816
96,4.095573416143933,5.482324869967577
97,4.095573416143933,5.482324869967577
98,4.095573416143933,5.482324869967577
99,4.095573416143933,5.482324869967577
100,4.095573416143933,5.482324869967577
