generation,root_mean_squared_error,val_root_mean_squared_error
1,85.53529553757429,84.75019107298877
2,82.29803262415408,83.22570128130901
3,75.53012070753034,75.21209463884661
4,73.87673708185551,70.1816144688958
5,64.21612167622958,63.73139250690296
6,58.84258937417002,52.75903388573583
7,41.09294397378336,31.115581639447623
8,27.557193620472688,21.833612377844815
9,21.647637293797775,18.99537957139643
10,20.98009236218965,25.04261778916278
11,14.982562530509163,15.877863907880641
12,13.70367118286584,14.371831071245944
13,13.491410487051642,15.41609278807236
14,12.266541224162925,13.357166871165601
15,9.989111517982984,9.205966452128834
16,9.989111517982984,9.205966452128834
17,9.989111517982984,9.205966452128834
18,9.989111517982984,9.205966452128834
19,9.989111517982984,9.205966452128834
20,9.989111517982984,9.205966452128834
21,5.905962141407426,7.620114574214325
22,5.905962141407426,7.620114574214325
23,5.114990370627792,6.212605160175587
24,5.114990370627792,6.212605160175587
25,5.114990370627792,6.212605160175587
26,5.114990370627792,6.212605160175587
27,5.114990370627792,6.212605160175587
28,5.114990370627792,6.212605160175587
29,5.114990370627792,6.212605160175587
30,5.114990370627792,6.212605160175587
31,5.114990370627792,6.212605160175587
32,5.114990370627792,6.212605160175587
33,5.114990370627792,6.212605160175587
34,5.114990370627792,6.212605160175587
35,5.114990370627792,6.212605160175587
36,4.370946970668801,4.86566095565202
37,4.370946970668801,4.86566095565202
38,4.370946970668801,4.86566095565202
39,4.370946970668801,4.86566095565202
40,4.370946970668801,4.86566095565202
41,4.370946970668801,4.86566095565202
42,4.370946970668801,4.86566095565202
43,4.370946970668801,4.86566095565202
44,4.370946970668801,4.86566095565202
45,3.6668359692604646,3.5494411848657985
46,3.6668359692604646,3.5494411848657985
47,3.6668359692604646,3.5494411848657985
48,3.6668359692604646,3.5494411848657985
49,3.6668359692604646,3.5494411848657985
50,3.6668359692604646,3.5494411848657985
51,3.6668359692604646,3.5494411848657985
52,3.6668359692604646,3.5494411848657985
53,3.6668359692604646,3.5494411848657985
54,3.6668359692604646,3.5494411848657985
55,3.6668359692604646,3.5494411848657985
56,3.6668359692604646,3.5494411848657985
57,3.6668359692604646,3.5494411848657985
58,3.6668359692604646,3.5494411848657985
59,3.6668359692604646,3.5494411848657985
60,3.6668359692604646,3.5494411848657985
61,3.6668359692604646,3.5494411848657985
62,3.6668359692604646,3.5494411848657985
63,3.6668359692604646,3.5494411848657985
64,3.6668359692604646,3.5494411848657985
65,3.6668359692604646,3.5494411848657985
66,3.6668359692604646,3.5494411848657985
67,3.6668359692604646,3.5494411848657985
68,3.6668359692604646,3.5494411848657985
69,3.6668359692604646,3.5494411848657985
70,3.6668359692604646,3.5494411848657985
71,3.6668359692604646,3.5494411848657985
72,3.6668359692604646,3.5494411848657985
73,3.6668359692604646,3.5494411848657985
74,3.590359158943688,4.145585415713005
75,3.590359158943688,4.145585415713005
76,3.590359158943688,4.145585415713005
77,3.590359158943688,4.145585415713005
78,3.590359158943688,4.145585415713005
79,3.590359158943688,4.145585415713005
80,3.590359158943688,4.145585415713005
81,3.590359158943688,4.145585415713005
82,3.590359158943688,4.145585415713005
83,3.590359158943688,4.145585415713005
84,3.590359158943688,4.145585415713005
85,3.590359158943688,4.145585415713005
86,3.590359158943688,4.145585415713005
87,3.590359158943688,4.145585415713005
88,3.590359158943688,4.145585415713005
89,3.590359158943688,4.145585415713005
90,3.590359158943688,4.145585415713005
91,3.590359158943688,4.145585415713005
92,3.590359158943688,4.145585415713005
93,3.590359158943688,4.145585415713005
94,3.590359158943688,4.145585415713005
95,3.590359158943688,4.145585415713005
96,3.590359158943688,4.145585415713005
97,3.590359158943688,4.145585415713005
98,3.590359158943688,4.145585415713005
99,3.590359158943688,4.145585415713005
100,3.590359158943688,4.145585415713005
